person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,person_home_ownership,loan_intent,loan_grade,cb_person_default_on_file,loan_status
58,87649,23,46351,6.445538951463532,0.26728464424232606,28,365,MORTGAGE,VENTURE,B,N,1
50,84674,0,24513,16.515717255488234,0.3467108242754798,25,721,RENT,PERSONAL,B,Y,1
57,144132,0,6021,22.07309097882224,0.2798073430012321,20,839,RENT,VENTURE,E,N,1
56,139044,14,33464,19.505741687091103,0.2646717013307096,26,792,RENT,EDUCATION,B,Y,1
35,128542,19,22119,12.207880801082226,0.42570474276397613,11,616,RENT,MEDICAL,G,N,1
57,33760,18,30299,6.741424111546164,0.39014887080551736,22,374,RENT,EDUCATION,B,N,1
18,41927,28,40350,9.042987984505416,0.2675310064353519,21,358,MORTGAGE,MEDICAL,D,N,1
28,106475,9,47223,15.909806809896715,0.10023616822822773,1,685,RENT,EDUCATION,D,N,0
45,81367,27,26517,9.141141667660657,0.10193133169148366,5,314,RENT,PERSONAL,A,N,1
42,117955,17,14117,15.87946222569935,0.41069275732358396,13,530,OWN,PERSONAL,G,Y,1
67,32588,27,23250,9.631980495277979,0.28822577960639006,21,498,OWN,VENTURE,G,N,1
40,141750,2,19950,21.978477389521455,0.2667151130987132,14,653,MORTGAGE,EDUCATION,B,N,1
48,121678,10,18359,12.945429456809194,0.3562550786123218,9,334,MORTGAGE,EDUCATION,C,N,1
47,124734,14,24596,9.911012518889821,0.4364787125364171,17,461,OWN,VENTURE,B,N,1
59,138154,26,26530,21.24652360494123,0.3329929149859873,15,770,OWN,HOMEIMPROVEMENT,B,N,1
52,72233,29,2262,11.856779296109014,0.3932815560559156,21,830,RENT,EDUCATION,A,N,0
24,64738,10,41150,7.229753756775638,0.39437173585263063,7,722,RENT,EDUCATION,C,N,0
33,53397,16,23615,16.40818982807283,0.2103176519568316,27,647,MORTGAGE,EDUCATION,B,Y,1
43,102189,16,4327,16.631284088759774,0.1733374380384481,22,446,OWN,HOMEIMPROVEMENT,F,N,1
65,96367,5,30768,19.293913504714684,0.4105238302288214,22,673,MORTGAGE,PERSONAL,F,N,1
69,144873,4,29850,9.80438866416771,0.2197304563029096,12,715,RENT,VENTURE,G,Y,1
66,91260,7,43788,13.8754267818449,0.45650120293521734,23,793,MORTGAGE,HOMEIMPROVEMENT,G,N,1
19,140585,1,17848,10.647358380853124,0.08136081352855384,6,555,MORTGAGE,MEDICAL,C,N,1
18,96619,15,47830,6.619074722313762,0.07619788043390285,21,402,MORTGAGE,MEDICAL,F,N,1
65,131453,19,40542,22.53227654031783,0.46715187204563374,16,420,RENT,HOMEIMPROVEMENT,D,N,1
29,39816,23,16160,19.57739608976682,0.3418047113816457,26,718,MORTGAGE,HOMEIMPROVEMENT,D,Y,1
22,62240,11,34998,11.029261189176014,0.22081971040174952,5,649,RENT,PERSONAL,C,N,0
54,26276,5,28230,16.987459857439724,0.3897771866672823,9,341,OWN,MEDICAL,B,N,1
49,133939,0,10076,9.025275762689448,0.3525470644971386,14,666,MORTGAGE,VENTURE,G,N,0
26,124199,3,4805,22.80473243591542,0.2890404710688183,8,328,MORTGAGE,EDUCATION,C,N,1
58,99530,16,32085,7.2981268672382065,0.09449300419819312,14,313,RENT,EDUCATION,F,N,1
52,43499,12,15715,5.0767429101560175,0.41548081428173816,12,784,MORTGAGE,PERSONAL,C,N,0
36,108576,17,6750,15.040163954783644,0.4397104358062811,10,488,RENT,PERSONAL,F,N,1
65,128856,4,49395,16.662556469057385,0.12747590984869211,20,594,MORTGAGE,MEDICAL,G,N,1
33,102495,29,14232,16.579306405916086,0.43273024338968,20,482,OWN,VENTURE,D,N,1
20,141717,23,36903,6.090238548756526,0.4450312899574539,26,847,OWN,VENTURE,C,N,0
37,91635,23,7953,11.280876138368649,0.2972428755298322,21,336,OWN,HOMEIMPROVEMENT,G,N,1
41,127803,26,33093,14.983978936826636,0.34528056630020915,13,313,MORTGAGE,PERSONAL,G,Y,1
50,105112,2,26500,9.331583712544818,0.22200679400652112,29,458,MORTGAGE,EDUCATION,E,N,1
41,55946,10,23418,22.452517709717927,0.17680624137916973,19,793,OWN,EDUCATION,F,N,1
69,75204,12,35314,6.742185789228681,0.37489241612824015,15,628,OWN,MEDICAL,E,N,1
28,71886,3,49225,14.747688833440858,0.43784381705711367,8,382,RENT,EDUCATION,D,N,1
66,91652,25,23449,18.82832115026304,0.3443348988300864,23,321,RENT,VENTURE,G,N,1
25,35563,26,18478,10.235022002689648,0.28021577479094717,21,431,OWN,VENTURE,G,N,1
53,112324,13,36179,17.484814739950362,0.12151614507987721,10,764,OWN,PERSONAL,B,Y,1
55,112464,21,47881,21.58770300284749,0.07405642067216818,3,755,MORTGAGE,MEDICAL,F,Y,1
57,121872,10,26338,8.806739501900951,0.2505613056110359,21,601,OWN,EDUCATION,B,N,1
37,29847,26,27899,23.344411836497258,0.07220730366383958,3,566,RENT,PERSONAL,D,N,1
52,46155,9,5145,16.071170653247158,0.3062005843582513,26,694,RENT,HOMEIMPROVEMENT,B,N,1
65,99671,18,33101,10.984640086021212,0.22222813609299708,5,419,RENT,HOMEIMPROVEMENT,G,N,1
42,136891,17,3775,13.617165507645414,0.39073510385688626,16,545,RENT,EDUCATION,F,N,1
52,103310,5,46961,11.24383767572776,0.18754182357628257,17,337,RENT,EDUCATION,A,N,1
42,87278,26,32647,19.50222319866632,0.31684221543534447,6,544,RENT,EDUCATION,F,N,1
46,38309,28,46619,20.926013268302643,0.2919575847897952,26,320,OWN,VENTURE,F,N,1
35,20619,14,46838,21.65874784637322,0.05212059148500853,20,409,RENT,EDUCATION,E,N,1
63,103194,20,20539,24.71536499171482,0.08257522921893966,20,693,RENT,HOMEIMPROVEMENT,A,N,1
35,70108,29,37738,20.82568584993367,0.18066569561870927,16,709,RENT,EDUCATION,A,N,1
19,54707,9,27616,17.02768141377127,0.4470057864593443,24,307,RENT,MEDICAL,A,N,1
52,40337,4,15119,11.784405967835676,0.11615672970490036,2,743,OWN,HOMEIMPROVEMENT,F,N,0
33,145261,25,26159,15.891908974214989,0.3699024487072437,20,627,MORTGAGE,MEDICAL,D,N,1
58,101537,28,38099,5.821363455808108,0.4880149547685293,15,589,MORTGAGE,HOMEIMPROVEMENT,A,N,1
53,86504,4,11295,19.896501510598263,0.40575539871101984,18,810,MORTGAGE,PERSONAL,C,Y,1
50,67614,9,35710,13.919110901842036,0.15932541275916978,1,660,MORTGAGE,HOMEIMPROVEMENT,B,N,1
21,111428,27,25685,5.400464594643752,0.45876436718588676,26,518,RENT,HOMEIMPROVEMENT,D,N,1
50,111155,4,26479,6.250138830208217,0.09189822042877555,29,705,MORTGAGE,MEDICAL,C,N,0
31,20281,2,47172,12.749329276435134,0.2606638738418311,29,519,MORTGAGE,MEDICAL,F,N,1
38,47420,22,34629,16.6684303803687,0.4493938584768862,19,406,OWN,HOMEIMPROVEMENT,F,Y,1
65,100896,5,43043,14.284078979042533,0.3385695691655914,12,585,OWN,HOMEIMPROVEMENT,C,Y,1
37,59030,3,18033,17.384086345843098,0.23614005412746447,8,307,OWN,VENTURE,E,N,1
25,21058,17,37902,14.605885175827115,0.18176579003172594,6,488,RENT,PERSONAL,E,Y,1
24,106213,27,45571,18.234076909626936,0.21879473239325747,12,380,RENT,PERSONAL,C,N,1
20,96260,8,16408,9.382521293416017,0.2790238014541788,7,407,RENT,EDUCATION,E,N,1
34,48404,16,18420,7.256863743672428,0.19356976844276336,18,620,OWN,HOMEIMPROVEMENT,B,N,0
50,123482,28,17351,16.9286790925132,0.48603553793703486,22,645,MORTGAGE,HOMEIMPROVEMENT,B,Y,1
65,125284,12,5131,14.69379033872615,0.4698849438797653,14,627,OWN,HOMEIMPROVEMENT,F,N,1
29,49856,26,45825,5.537353080898706,0.44180216069644435,8,601,RENT,HOMEIMPROVEMENT,E,N,0
68,29200,14,12349,12.609637709860717,0.23982342598519402,24,499,OWN,PERSONAL,A,Y,1
39,84178,29,45254,7.12251170981991,0.361085796200853,20,718,MORTGAGE,MEDICAL,C,N,1
39,53997,19,39225,15.627136635053905,0.45627318816618406,22,338,RENT,VENTURE,B,N,1
63,45611,16,39847,12.915553593208616,0.4326932694555176,14,606,MORTGAGE,MEDICAL,G,N,1
47,139273,12,13453,17.26303822206036,0.23644715630909346,5,303,MORTGAGE,MEDICAL,E,N,1
55,61235,15,19814,21.112044375404764,0.10057372219501731,9,376,RENT,PERSONAL,G,N,1
55,137428,21,19263,10.993373676829815,0.08403366372554727,8,767,MORTGAGE,VENTURE,E,N,0
62,55057,3,13158,24.24204208330055,0.3096788203515662,2,478,OWN,HOMEIMPROVEMENT,B,N,1
68,21239,4,16735,15.712690011751489,0.33918257084491926,28,575,MORTGAGE,PERSONAL,B,N,1
25,123674,4,16830,17.36581597509576,0.4324291720686608,16,451,MORTGAGE,PERSONAL,A,N,1
44,134474,8,48893,18.613447464514742,0.18163175915346397,13,463,MORTGAGE,VENTURE,E,N,1
44,85661,16,45673,18.334630597151794,0.1253617207475191,7,589,OWN,EDUCATION,E,N,1
51,146945,12,24926,15.219414860901242,0.2205526249301898,16,677,MORTGAGE,PERSONAL,D,Y,1
38,65272,1,46066,13.57528582229367,0.20910880563452378,7,609,MORTGAGE,MEDICAL,F,N,1
47,109393,12,35779,6.075639283547558,0.10961102930803464,27,688,OWN,MEDICAL,A,N,0
50,81212,21,4373,5.441716906023595,0.35252719363091845,14,482,RENT,HOMEIMPROVEMENT,B,N,1
45,144088,20,11335,12.159223890655293,0.2789113733282192,14,605,RENT,PERSONAL,G,N,1
64,35398,26,24741,11.673217812673853,0.37450524025164483,12,371,RENT,HOMEIMPROVEMENT,B,N,1
50,140030,22,11692,12.753903096780135,0.2087110040763806,1,518,MORTGAGE,PERSONAL,C,N,1
22,76503,18,48295,7.7673640177638,0.19656599520996604,1,472,RENT,VENTURE,F,N,1
65,26638,2,46541,19.763365410736874,0.26265913386973505,12,571,OWN,PERSONAL,B,N,1
36,26570,9,35057,22.13928829552478,0.44483330542781613,20,767,MORTGAGE,EDUCATION,E,N,1
21,88785,1,2447,23.7742927074807,0.06812658803029116,21,568,MORTGAGE,MEDICAL,B,N,1
52,29110,12,20583,14.847246070392517,0.41217476778341244,15,319,MORTGAGE,VENTURE,E,N,1
66,125899,18,23765,19.017313982508572,0.21604442569599042,4,802,RENT,MEDICAL,E,N,1
34,99141,25,24906,22.11102246871745,0.43457856160481495,7,446,RENT,HOMEIMPROVEMENT,A,N,1
61,32115,16,20567,13.365822221869719,0.4109913539761354,16,728,RENT,VENTURE,B,N,1
45,59062,20,15139,11.188255897408887,0.2069425613282398,3,464,MORTGAGE,EDUCATION,A,N,1
47,42911,13,47525,23.7344911170698,0.3622444408947272,7,609,OWN,MEDICAL,G,N,1
46,124061,11,39230,15.313531021541461,0.12183474054804806,29,817,MORTGAGE,PERSONAL,G,N,0
63,52556,20,20520,14.945077731817559,0.4533266984737046,24,313,OWN,PERSONAL,F,Y,1
23,98131,11,20702,8.568321931269915,0.23202097900335922,22,431,MORTGAGE,PERSONAL,E,N,1
52,148335,10,26566,7.163100291467135,0.2550315269098401,6,738,OWN,VENTURE,G,Y,1
58,21969,6,8657,21.842137249670234,0.3675915729666432,16,562,MORTGAGE,EDUCATION,F,N,1
54,63753,3,38688,17.28266352375036,0.41937810651718294,24,524,MORTGAGE,EDUCATION,B,N,1
41,102811,18,31134,11.516491680388974,0.1563542344976943,8,557,OWN,EDUCATION,F,N,1
46,24470,0,11345,8.834724347805329,0.34760756294464795,23,533,OWN,MEDICAL,F,N,1
66,141863,27,42185,16.109945603392628,0.22639911975011684,22,635,OWN,VENTURE,B,Y,1
63,30225,23,28413,16.67838578522271,0.2159163158017826,6,708,OWN,PERSONAL,A,N,0
48,127860,28,6208,9.139872024901162,0.3605116207732946,10,323,OWN,MEDICAL,A,N,1
52,143008,2,34455,22.02811495782948,0.22423247337017044,16,570,OWN,EDUCATION,E,N,1
50,127510,12,29018,6.685287323117022,0.20574882507398345,11,394,OWN,PERSONAL,E,N,1
69,128295,14,46991,12.121861703328435,0.4261497836568091,13,441,OWN,VENTURE,B,N,1
38,43196,1,9080,18.607688275250442,0.09557425572395287,29,380,MORTGAGE,HOMEIMPROVEMENT,B,N,1
49,125823,10,22902,10.482407276384013,0.3541516802735948,6,573,OWN,EDUCATION,D,N,1
40,33669,3,10486,21.553503895625436,0.1619264272057811,24,575,OWN,EDUCATION,D,N,1
50,57380,18,39862,19.79735653200807,0.05697420882178564,1,764,MORTGAGE,EDUCATION,C,N,1
20,144398,28,22158,20.780456890962682,0.12504392099271142,21,507,MORTGAGE,EDUCATION,G,N,1
35,130677,16,41460,7.382130717534325,0.3229976883991405,19,595,RENT,PERSONAL,E,N,1
42,135886,2,44856,7.810942559910858,0.3691072361686718,12,338,RENT,VENTURE,F,Y,1
59,146753,27,36871,10.729474754891672,0.059476002600344025,24,587,OWN,MEDICAL,G,N,0
48,68320,17,36208,15.361543303951223,0.06639144948577408,27,423,OWN,PERSONAL,C,Y,1
20,67414,7,21519,19.960321533988047,0.4561439516793289,6,582,RENT,VENTURE,G,Y,1
57,123542,21,32379,21.730617815218068,0.08298761815117392,18,479,RENT,MEDICAL,C,N,1
63,35577,24,29378,19.08670631914361,0.45238197137745706,13,396,OWN,EDUCATION,A,Y,1
41,145354,23,40892,23.571937630612766,0.15267466118790762,7,490,RENT,VENTURE,F,N,1
67,108009,25,15031,19.774870192318605,0.3830080100711958,23,373,OWN,EDUCATION,A,Y,1
49,146365,18,15536,11.125357740092294,0.18937996202570545,13,746,MORTGAGE,VENTURE,D,N,0
64,75409,4,1446,10.301625686771452,0.4364384115241327,21,796,MORTGAGE,HOMEIMPROVEMENT,C,Y,1
39,48625,6,37683,18.923849006021797,0.365204689440961,8,783,RENT,EDUCATION,G,Y,1
40,101040,20,49555,8.857411373792285,0.2308160563707628,21,415,MORTGAGE,EDUCATION,D,N,1
19,44089,7,18618,6.854296216205398,0.0843361043783358,17,834,MORTGAGE,EDUCATION,F,N,0
44,56487,27,7587,15.644457497123877,0.37971508274186316,9,397,MORTGAGE,PERSONAL,F,N,1
59,85838,4,32480,21.432831395579107,0.3275981401843317,20,627,MORTGAGE,MEDICAL,E,N,1
19,116999,16,33994,7.027596849397271,0.05131027302520494,13,706,OWN,EDUCATION,B,N,0
43,130448,4,21527,20.837826475914586,0.054238935187600396,2,612,OWN,EDUCATION,A,Y,1
34,114795,3,24569,21.23144008703096,0.4139568379367123,4,447,RENT,PERSONAL,E,N,1
57,70138,21,12151,14.64548000163087,0.16672988246083426,29,641,MORTGAGE,PERSONAL,G,Y,1
50,62823,18,6558,6.146206200209736,0.3362601504776295,25,794,MORTGAGE,HOMEIMPROVEMENT,E,N,0
26,57208,26,45739,8.491797024943729,0.25439648889436134,2,322,MORTGAGE,VENTURE,G,Y,1
60,74061,20,33954,19.148525503238645,0.4385435065347953,4,404,RENT,EDUCATION,A,N,1
65,50659,1,48448,19.23555889981899,0.4626325008961199,18,521,OWN,VENTURE,A,N,1
56,149824,10,48327,22.967105503353306,0.4985634707054843,5,314,MORTGAGE,PERSONAL,F,N,1
46,121376,21,44837,16.653722931091657,0.11915786111326107,19,377,OWN,PERSONAL,F,N,1
59,51890,12,36303,7.482147354275548,0.43833382091396395,10,621,RENT,HOMEIMPROVEMENT,C,N,1
43,99134,14,35700,7.428298110099442,0.16970961952796082,18,540,OWN,MEDICAL,D,N,1
52,67055,11,28500,19.422647147136473,0.31586714370297847,25,317,MORTGAGE,PERSONAL,F,N,1
67,132269,21,3032,8.675693302158024,0.27759777524114493,21,753,OWN,EDUCATION,E,N,0
42,39508,20,2252,11.567709992332107,0.05809465920757445,10,742,OWN,HOMEIMPROVEMENT,C,N,0
41,62287,21,6509,14.744240138438279,0.4697470759577426,5,576,RENT,MEDICAL,G,N,1
30,98916,10,38842,5.495297551523024,0.0852471748171483,17,723,RENT,HOMEIMPROVEMENT,C,N,0
24,46984,6,14900,9.976380540398637,0.3596985137334811,22,775,RENT,PERSONAL,E,N,0
53,130169,27,15523,13.157792170145601,0.4032530762937179,13,326,RENT,MEDICAL,F,N,1
62,28125,4,2881,10.592726369864124,0.4078795320714579,23,813,OWN,VENTURE,G,N,0
37,56059,16,34037,7.727406549351317,0.11097253351798016,17,763,OWN,MEDICAL,E,N,0
18,89569,23,2630,19.560245155923948,0.25140647772858743,9,662,RENT,EDUCATION,B,N,1
25,123409,19,21789,21.2629531033597,0.42324299169529095,24,682,RENT,VENTURE,F,N,1
63,37087,8,23523,10.149579522874497,0.1862056446704396,12,824,MORTGAGE,VENTURE,D,N,0
33,126437,13,18958,20.488389892126065,0.26048690391859863,14,681,MORTGAGE,EDUCATION,G,N,1
31,135262,25,47151,12.711071288026277,0.17275725171493062,14,483,RENT,VENTURE,E,N,1
29,25704,11,49920,15.133715817080056,0.2585981380483959,8,493,OWN,PERSONAL,F,N,1
68,80576,5,44852,22.120021497863057,0.449527065166796,23,761,RENT,MEDICAL,A,Y,1
40,93384,16,2695,19.99907363604816,0.2548059039647463,5,355,OWN,MEDICAL,B,N,1
32,107128,18,15821,21.102337026323553,0.30016040768344415,19,529,OWN,EDUCATION,G,Y,1
45,131279,18,4262,7.736903331727136,0.2317893274863876,28,788,MORTGAGE,PERSONAL,G,N,0
51,92460,25,2445,6.3943885166745895,0.2570527324414965,14,327,RENT,VENTURE,D,N,1
19,47208,15,17436,22.868094581759742,0.056828389570889766,9,483,RENT,MEDICAL,F,N,1
49,138516,11,10949,12.756685391421886,0.1776854794822052,7,724,OWN,MEDICAL,A,N,0
40,149612,11,24963,10.757593561393616,0.24646177478382097,27,674,RENT,MEDICAL,F,Y,1
39,105150,19,30932,19.49392508523649,0.335208639196728,26,340,MORTGAGE,MEDICAL,A,Y,1
68,86024,5,7901,21.728311931597133,0.25252336874925146,26,783,MORTGAGE,HOMEIMPROVEMENT,D,N,1
42,59882,22,34487,22.24979243796602,0.20201766949470384,8,559,RENT,EDUCATION,B,N,1
39,45923,25,9597,11.319942822504547,0.22464443090487074,14,740,RENT,VENTURE,G,N,0
39,146561,3,7855,22.04424782403348,0.15903199814020996,22,383,MORTGAGE,VENTURE,A,N,1
66,134044,5,19678,5.818678887486907,0.46602242724832377,28,345,RENT,EDUCATION,C,N,1
69,121477,10,9263,5.9932298291943775,0.2847844516059116,14,739,OWN,PERSONAL,D,N,0
59,49165,0,48288,17.47038390348309,0.0560342542424554,11,818,RENT,EDUCATION,D,N,0
23,87203,29,26805,6.262127382310925,0.05875081628879598,14,737,OWN,MEDICAL,E,N,0
32,111749,23,27143,11.49218337020323,0.48783273572841873,21,435,RENT,MEDICAL,B,N,1
60,24114,22,12874,18.45511972493848,0.14965290111796026,8,482,RENT,EDUCATION,C,N,1
54,84965,14,28529,11.745337921084527,0.4125237299664416,3,471,MORTGAGE,EDUCATION,C,N,1
50,56321,26,21866,8.591995628801918,0.07622388570225852,28,838,OWN,VENTURE,E,N,0
25,93297,10,15079,10.627012437076832,0.4645232315125471,29,419,MORTGAGE,VENTURE,A,N,1
61,116652,24,8243,14.151506645008636,0.44348765165000525,29,580,RENT,HOMEIMPROVEMENT,A,N,1
61,119304,18,30872,14.507717107109649,0.3069919230955316,23,607,MORTGAGE,HOMEIMPROVEMENT,C,N,1
22,133942,17,10018,20.66000462694404,0.0540493957774651,18,576,RENT,MEDICAL,B,N,1
56,45426,16,13100,20.003064588630252,0.1660148933105019,3,829,RENT,HOMEIMPROVEMENT,A,N,1
21,37772,18,20800,14.136356091122703,0.23307019132930923,13,594,RENT,HOMEIMPROVEMENT,D,N,1
23,123754,20,27910,21.91334698197543,0.2570288525364028,12,352,OWN,PERSONAL,F,N,1
62,23712,13,30437,7.284742771827917,0.1839554413530674,15,731,OWN,EDUCATION,E,N,0
49,21367,26,38588,10.10706700457803,0.06482654071048849,18,351,OWN,VENTURE,B,N,1
69,126493,17,12001,21.55952927004503,0.31555733266694397,5,371,MORTGAGE,HOMEIMPROVEMENT,A,N,1
47,127317,27,47675,12.559880772523062,0.2858696004626402,7,327,RENT,VENTURE,F,N,1
64,135142,18,20942,24.623631175876845,0.177350285943085,11,768,MORTGAGE,HOMEIMPROVEMENT,C,Y,1
52,111736,14,21862,14.325065630556708,0.06708918540632294,26,846,MORTGAGE,HOMEIMPROVEMENT,E,N,0
57,71924,14,12669,20.838712459275282,0.49756738424987307,27,700,RENT,MEDICAL,A,N,1
69,23726,3,16916,13.046140827647438,0.2668937840718827,11,500,MORTGAGE,PERSONAL,C,N,1
33,109152,6,11878,13.499070381248607,0.3902019087983347,27,765,RENT,EDUCATION,A,N,1
30,47723,12,3985,12.65766294568367,0.25354131577310096,15,678,RENT,EDUCATION,E,N,0
67,146969,2,33369,19.381512410216235,0.06942663088832365,10,476,RENT,MEDICAL,D,Y,1
59,123110,15,9112,15.95035768119989,0.18932033528847503,15,351,RENT,MEDICAL,G,N,1
47,120494,8,42235,23.875562227367382,0.19404956345265556,13,378,MORTGAGE,EDUCATION,D,Y,1
36,29108,7,19931,10.017806330682095,0.4272588068220572,14,684,MORTGAGE,EDUCATION,G,N,1
34,97714,19,28340,7.011254641668887,0.3444034900999435,17,307,MORTGAGE,PERSONAL,F,N,1
36,55643,12,1336,12.865229701984305,0.17394345663776278,13,513,OWN,HOMEIMPROVEMENT,C,N,1
45,51324,16,43933,17.33425415293552,0.4854829795965887,10,324,MORTGAGE,PERSONAL,G,Y,1
43,123896,16,20363,22.2159787383099,0.1946938245790421,25,749,MORTGAGE,EDUCATION,D,N,1
54,103360,16,46536,11.923937733606554,0.49920531162292414,1,756,OWN,HOMEIMPROVEMENT,E,N,0
43,130896,0,4968,18.075735022489233,0.4982736619266184,1,760,RENT,EDUCATION,C,N,1
40,28927,7,34678,12.00397362046438,0.1360447329860338,15,497,RENT,PERSONAL,A,N,1
26,113680,18,49400,17.344391659889162,0.1907335022847801,16,393,RENT,PERSONAL,G,N,1
29,116546,5,17279,22.696158940613017,0.2687198893180944,12,736,OWN,PERSONAL,G,N,1
18,42443,2,4129,9.627152845188181,0.34884530201655095,26,826,MORTGAGE,HOMEIMPROVEMENT,B,N,0
18,99973,26,39215,13.084832842140784,0.2876213520517097,24,677,MORTGAGE,VENTURE,G,N,0
64,83449,4,39897,24.86530392859493,0.4862486611095156,6,403,MORTGAGE,VENTURE,G,N,1
51,129834,12,6850,22.371140564989215,0.3757951239060612,6,338,MORTGAGE,EDUCATION,A,N,1
49,125314,14,21588,16.29279715792404,0.1454201822223385,12,757,OWN,HOMEIMPROVEMENT,E,N,1
65,96743,13,41214,15.332551837085507,0.09729389759613724,25,663,MORTGAGE,MEDICAL,F,Y,1
42,141805,28,12949,10.69200764609362,0.35978058081921055,15,434,RENT,VENTURE,C,N,1
57,80233,22,9519,15.344188553870588,0.12130359808134335,4,673,OWN,HOMEIMPROVEMENT,A,Y,1
62,45537,15,27375,21.963629965598944,0.4044545781510894,24,531,OWN,HOMEIMPROVEMENT,C,N,1
18,121293,17,34082,18.70349026555561,0.18996650026715162,4,338,RENT,VENTURE,D,N,1
33,97576,21,12737,10.800880563559732,0.19710196837502292,2,346,RENT,HOMEIMPROVEMENT,B,N,1
56,127522,28,2134,9.029278421070659,0.05485927657528039,27,335,MORTGAGE,HOMEIMPROVEMENT,E,N,1
22,42612,21,11938,10.304170739936582,0.3654550701927683,24,394,RENT,VENTURE,A,N,1
39,113977,10,25486,8.39518402785653,0.10097138887910861,12,660,OWN,PERSONAL,B,N,0
46,26471,2,49356,6.912813920474319,0.39779625985858313,7,824,OWN,EDUCATION,G,N,0
20,55631,21,27096,13.3827234888411,0.27134051986274305,20,445,OWN,MEDICAL,E,N,1
29,148449,9,42115,7.265992087965354,0.4029259167295561,9,667,MORTGAGE,EDUCATION,E,N,0
43,128997,9,6592,8.438251154542087,0.3127669426389836,9,364,MORTGAGE,PERSONAL,F,N,1
33,112059,29,19108,15.946493686789722,0.08709497240854584,8,527,RENT,PERSONAL,D,Y,1
68,51348,20,18270,8.291985473991495,0.3945435515173324,14,819,MORTGAGE,HOMEIMPROVEMENT,F,N,0
54,84732,15,28649,6.277595348618057,0.08140976820263739,1,480,MORTGAGE,EDUCATION,F,N,0
39,21177,11,11997,11.347777000557704,0.2654157742561995,23,800,OWN,PERSONAL,C,N,0
46,24760,1,34489,9.40638197243935,0.1275571463652335,21,454,OWN,EDUCATION,C,N,1
31,52779,8,10104,15.306103759887534,0.3885508300900482,23,834,RENT,PERSONAL,G,N,1
45,41636,23,1870,7.047341691664187,0.46021605251275693,12,734,OWN,MEDICAL,B,N,0
22,101889,2,29684,20.035415753659564,0.2993567735112234,25,398,MORTGAGE,PERSONAL,D,N,1
64,73551,23,40519,23.12467038870277,0.2872162824346312,2,671,RENT,EDUCATION,E,N,1
66,31556,29,35524,19.868703479123887,0.39378343834652807,13,661,RENT,HOMEIMPROVEMENT,G,Y,1
47,47598,24,31957,15.656540748027885,0.05228546583907725,27,411,OWN,EDUCATION,D,N,1
63,31563,29,34885,22.2133564357777,0.46299138918582233,4,752,OWN,VENTURE,D,N,1
69,66819,14,45369,18.89836759563015,0.13885196769100927,20,468,OWN,EDUCATION,B,N,1
22,129326,2,36596,5.2110224490037975,0.49285349772180675,18,438,RENT,MEDICAL,C,N,1
29,93770,18,30866,12.881803055490062,0.38131427658220796,19,530,OWN,MEDICAL,D,Y,1
33,111055,17,31676,22.019037988136002,0.398413016465302,16,538,MORTGAGE,MEDICAL,D,N,1
43,46966,7,48764,11.917177159505385,0.34529134116812293,27,552,RENT,PERSONAL,D,N,1
43,140133,25,14878,5.70430347051047,0.2622484322533221,14,735,OWN,MEDICAL,A,N,0
65,101709,16,40760,19.923592771045445,0.30723246201252447,29,721,MORTGAGE,EDUCATION,D,N,1
38,79889,7,28559,21.04076540565737,0.07088129870680655,8,602,MORTGAGE,HOMEIMPROVEMENT,D,N,1
56,46987,6,47546,8.211873900866172,0.33078177924440644,12,371,OWN,MEDICAL,E,N,1
53,98714,29,7771,15.746809936863624,0.331744145894171,9,562,MORTGAGE,EDUCATION,F,Y,1
50,124874,6,17526,8.839108779914515,0.4510403588308143,6,521,RENT,PERSONAL,A,N,1
47,78348,2,30896,19.384688380882935,0.27754536084359877,26,376,RENT,PERSONAL,D,N,1
54,44596,0,32923,10.431009103549712,0.08471496833872746,18,361,MORTGAGE,HOMEIMPROVEMENT,F,N,1
40,53174,3,37203,11.3243024512666,0.18778816421693656,2,770,RENT,HOMEIMPROVEMENT,D,N,0
27,84106,24,40390,21.899417072802027,0.3450332354514429,23,456,OWN,EDUCATION,B,N,1
22,127510,4,13852,14.526447044138086,0.15766648823815876,8,424,MORTGAGE,HOMEIMPROVEMENT,B,Y,1
53,89967,0,48574,18.395089024364957,0.1762375198349304,24,460,RENT,HOMEIMPROVEMENT,F,N,1
51,79182,14,44391,13.047461014449354,0.41921105736238407,14,840,OWN,PERSONAL,A,N,0
69,113300,4,2848,10.960137143875109,0.31294387929321904,6,834,OWN,EDUCATION,E,N,0
48,107163,12,32027,17.509561208493228,0.27883734429810764,10,405,RENT,HOMEIMPROVEMENT,A,N,1
27,59310,7,36464,8.097151481576425,0.19330338506261197,8,430,MORTGAGE,EDUCATION,A,N,1
36,76088,7,35485,12.45999671133726,0.378917616169865,17,656,OWN,MEDICAL,B,N,1
49,148803,4,20456,9.180740747718446,0.17947329552051322,25,301,OWN,PERSONAL,B,N,1
18,28906,27,10259,18.91589933881491,0.38167858293987883,29,532,OWN,PERSONAL,E,Y,1
22,56914,8,36554,23.884176766922153,0.08154566612034891,12,668,OWN,PERSONAL,G,N,1
62,130350,0,47922,24.910219360317328,0.4390436037119376,17,550,MORTGAGE,VENTURE,G,N,1
